id,lekwungen_word
943,ƛ̓əníqsən (?)
944,ƛ̓əqt
945,ƛ̓əqt siʔétn̓
946,ƛ̓əqtéʔɬ
947,ƛ̓əqʷə́y
948,ƛ̓əxʷ
949,ƛ̓ə́nəq
950,ƛ̓ə́qtənəč
951,ƛ̓ə́q̓ʷƛ̓əq̓ʷ
952,ƛ̓ə́x̣ʷƛ̓əx̣ʷ
953,ƛ̓ə́ẃƛ̓ə
954,ƛ̓ə̕q̓ʷíw̓səŋ̕
955,masn
956,meʔ
957,men
958,miléləm
959,miléləm stə́nʔəq
960,min̓tuqʷ
961,mit
962,musməsáləɬ
963,máʔəqʷ
964,máwəč
965,méʔkʷəɬ
966,méʔləx̣əɬ
967,méʔmən
968,mék̓ʷə
969,méləq
970,mém̓əl̓šən; məm̓él̓šən
971,ménɬtə
972,míʔmən
973,míc̓ət
974,míɬə
975,míɬəʔéw̓txʷ
976,míqən
977,músməs
978,məháy̓
979,mək̓ʷ
980,mək̓ʷ nəníɬiyə
981,mək̓ʷ skʷéčəl
982,mək̓ʷ stéŋ
983,mək̓ʷeyéč̓t
984,mək̓ʷé (mək̓ʷey)
985,mək̓ʷəʔí́ŋəɬ
986,mək̓ʷəqs
987,məliyétəl
988,mələ̓ʔqʷ
989,məl̓č̓əsət
990,məƛ̓ásət
991,məƛ̓él
992,məƛ̓̓ásət; mat̓əset
993,məmə́wəč
994,mənmántəqʷ
995,məqeyə
996,məq̓
997,məq̓áʔas
998,məskʷíʔəm
999,məsə́t
1000,mətúliyeʔ
1001,məx̣ʷey̓éʔ
1002,mə́k̓ʷəŋ
1003,mə́k̓ʷət
1004,mə́w̓lə
1005,naŋət
1006,napás
1007,nas
1008,neʔt
1009,neʔts
1010,neʔ; niʔ
1011,neʔétəŋ
1012,neč̓
1013,neč̓áləs
1014,niɬ
1015,niɬ sen
1016,niɬ səw̓ʔitət
1017,niɬ səw̓x̣ʷaŋs
1018,niɬ səw̓yéʔs čiʔétəɬ
1019,niɬʔəw̓
1020,nuxʷkʷic̓ec̓uŋ
1021,náʔləs
1022,náʔsət
1023,nác̓əʔ
1024,néʔsət
1025,néʔtəŋ
1026,néʔət
1027,néʔətəs
1028,néč̓əw̓əč
1029,néč̓təŋ
1030,níʔkʷə
1031,níq̓ʷəm
1032,nəc̓eʔəw̓ŋəxʷ
1033,nəc̓élŋəxʷ
1034,nəc̓éw̓txʷ
1035,nəc̓éxʷ
1036,nəc̓əmáat
1037,nəc̓ə́ʔw̓txʷəŋ
1038,nəčnáŋət
1039,nəčə́t
1040,nəč̓sát
1041,nəč̓əɬtxʷ
1042,nəhémət
1043,nəkʷnáŋət
1044,nəkʷásəŋət
1045,nəkʷíʔliyeʔ
1046,nəkʷím; nəkʷəy
1047,nəkʷí́m
1048,nəlec̓ʔéw̓txʷ
1049,nələnə́yəŋ
1050,nəɬnékʷəl
1051,nəɬə́sət
1052,nəmén; kʷə nəmén
1053,nəmétəŋ
1054,nəniʔ unverified spelling
1055,nənə́yəŋ
1056,nən̓ ʔəw̓
1057,nəqsƛ̓éyəm
1058,nəqʷé
1059,nəq̓íx̣
1060,nəq̓íx̣ péq̓ʷəŋ
1061,nəskʷéʔ
1062,nəsɬéniʔ
1063,nəsƛ̓iʔ
1064,nəsƛ̓l̓éməxʷ
1065,nəsqʷáləs
1066,nəsə́qʷ
1067,nəšxʷʔəláq̓ʷəʔ
1068,nəšíʔqʷ
1069,nəšíʔqʷəŋ
1070,nətén
1071,nəwʔiləŋ
1072,nəxʷq̓əkʷelʔs
1073,nəxʷsq̓ʷeyéləš
1074,nəxʷsəŋét
1075,nəxʷík̓ʷ
1076,nəyə́čət
1077,nə-
1078,nə-
1079,nə́c̓əɬ
1080,nə́čəŋ
1081,nə́kʷə
1082,nə́kʷəl
1083,nə́qəŋ
1084,nə́wʔəs
1085,nə́w̓nəč
1086,n̓céʔnəkʷ
1087,ŋaq̓nəxʷ
1088,ŋat
1089,ŋékʷət
1090,ŋéqeʔ
1091,ŋíʔet
1092,ŋíq̓ət
1093,ŋəʔk̓ʷeʔit
1094,ŋəʔk̓ʷəsát
1095,ŋəkʷsə́ŋət
1096,ŋəkʷsə́ŋətxʷ
1097,ŋənŋə́nə
1098,ŋənəyéč̓
1099,ŋən̓
1100,ŋən̓ stəlqéyeʔ
1101,ŋəs
1102,ŋəs néč̓əwʔəč̓
1103,ŋəsɬšé
1104,ŋəsɬšé ʔiʔ kʷ nəc̓ə
1105,ŋəsnʔ
1106,ŋəsŋəsélə
1107,ŋəsélŋəxʷ
1108,ŋəsélə
1109,ŋəséləŋəxʷ
1110,ŋəséɬ
1111,ŋə́nə
1112,ŋə́ŋəqsən
1113,ŋə́qsən
1114,pəw̓́yəkʷ
1115,piʔkʷəŋ
1116,piš
1117,pit̓šən
1118,pqʷáčən
1119,pq̓aal̓s
1120,pq̓áləs
1121,psnákʷən
1122,pšay̓
1123,pšásəŋ
1124,pxʷatəŋ
1125,pxʷelʔs
1126,pxʷəlaʔ
1127,puk
1128,páwən
1129,páxʷn̓
1130,páxʷət
1131,péyə
1132,píʔkʷən
1133,pínt
1134,pípə
1135,píš
1136,píšpəš
1137,píxʷpəxʷ
1138,pəláxʷəŋ
1139,pəl̓qʷíc̓əŋ; pəl̓qʷic̓atəŋ
1140,pənʔpə́wnxʷ
1141,pəpéc̓iŋ
1142,pəq ləpláš
1143,pəq̓
1144,pəq̓lénəxʷ
1145,pə́k̓ʷəŋ
1146,pə́xʷmən
1147,p̓aaŋ; p̓əʔáŋ
1148,p̓aweʔ
1149,p̓esn
1150,p̓iləŋ
1151,p̓kʷáčən
1152,p̓p̓aaʔəŋ
1153,p̓qʷə́čən
1154,p̓áʔc̓əs
1155,p̓ákʷəčən
1156,p̓əkʷ
1157,p̓əlác̓əs
1158,p̓əláƛ̓əŋ
1159,p̓əɬ
1160,p̓ənʔéʔləx̣əc̓
1161,p̓əqáynəŋ
1162,p̓əséč̓
1163,p̓əwtʔew̓txʷ
1164,p̓əwyéləp
1165,p̓ə́wiʔ
1166,qeʔŋiʔal̓əɬ
1167,qəw̓ə́čən
1168,qin̓
1169,qiq̓
1170,qiyaʔt
1171,qp̓eyeɬ
1172,qp̓ásəŋ
1173,qsət
1174,qsə́sət
1175,qállə
1176,qáməŋ̓iɬč
1177,qáx̣ələŋ
1178,qéʔyəs
1179,qéʔələč̓s
1180,qéləč̓
1181,qéləč̓ət
1182,qén̓qən
1183,qéqən
1184,qíləs sxʷíʔem
1185,qəl
1186,qəlʔqə́lʔəl
1187,qəlqəlp̓ə́s
1188,qəlqəlí’mə
1189,qəlqə́s
1190,qəláʔs
1191,qəláx̣
1192,qəléʔqən
1193,qələq̓élʔs
1194,qəl̓qəl̓ásən
1195,qəl̓ét
1196,qəmʔqəməʔ
1197,qəméneʔ
1198,qəmə́ʔstxʷ
1199,qəqay̓ə́qən
1200,qəqiʔéʔ
1201,qəqəl̓ém̓
1202,qəq̓élʔs
1203,qəwq̓ʷtén
1204,qə́čəqs
1205,qə́ləs
1206,qə́ləx̣
1207,qə́ləx̣s
1208,qə́l̓
1209,qə́l̓əŋ
1210,qə́məʔ
1211,qə́p̓əsnəs
1212,qʷaʔ
1213,qʷaʔəŋ
1214,qʷap̓əʔəxʷ
1215,qʷelstxʷ
1216,qʷel̓
1217,qʷel̓s
1218,qʷel̓stxʷ
1219,qʷiʔstem̓əxʷ
1220,qʷinekʷəs
1221,qʷix̣ʷət
1222,qʷɬaʔ
1223,qʷɬeyʔ
1224,qʷɬáʔəl
1225,qʷɬéyšən
1226,qʷntá'ləs
1227,qʷtál qʷaʔ
1228,qʷx̣ʷáʔləw̓šən
1229,qʷáʔap
1230,qʷáʔpəɬč
1231,qʷáʔqʷəʔ
1232,qʷáʔqʷəʔqʷəʔ
1233,qʷákʷət
1234,qʷámičən
1235,qʷáƛqʷaʔ
1236,qʷéʔen
1237,qʷélqʷəl
1238,qʷél̓qʷel̓ŋítəŋ
1239,qʷél̓stəŋ
1240,qʷénəs
1241,qʷíqʷməs
1242,qʷəʔex̣ʷiyəč
1243,qʷəlnəkʷəltxʷ
1244,qʷəléʔəl
1245,qʷəlíʔməltxʷ
1246,qʷəl̓ŋítəŋ
1247,qʷəɬáʔalʔ
1248,qʷənqʷəní
1249,qʷəní
1250,qʷən̓tiʔiɬ
1251,qʷən̓tís
1252,qʷəqʷél̓
1253,qʷəqʷəlnə́kʷəl
1254,qʷəqʷəyíɬč (qʷaʔqʷəʔíɬč)
1255,qʷə́ləstxʷ
1256,qʷə́l̓əs
1257,qʷə́mʔx̣ʷšən
1258,qʷə́mc̓əléx̣ən
1259,qʷə́ŋəs
1260,qʷə́qʷəl
1261,qʷə́qʷəl̓
1262,q̓awtít̓təŋ
1263,q̓ayəʔič
1264,q̓c̓ə́ʔkʷən
1265,q̓ek̓ʷs unverified spelling
1266,q̓eq̓aw̓
1267,q̓eyáƛ̓ən
1268,q̓kʷí’təŋ
1269,q̓pət
1270,q̓pə́sət
1271,q̓tast
1272,q̓xʷə́w̓ɬ
1273,q̓x̣ə́lə
1274,q̓áʔwəm
1275,q̓áp̓ətəxʷ
1276,q̓áwət
1277,q̓éʔləŋiʔ
1278,q̓éʔŋiʔ
1279,q̓ép̓ət
1280,q̓éq̓əƛ̓
1281,q̓ét̓əŋ
1282,q̓éwət
1283,q̓ík̓ʷət
1284,q̓ít̓əʔ
1285,q̓ə
1286,q̓ək̓ʷísət
1287,q̓ək̓ʷítəs
1288,q̓əlʔ ŋənʔ
1289,q̓əlač̓ən
1290,q̓əlɬánəməčən
1291,q̓əláʔəŋ
1292,q̓əlép̓ətəs
1293,q̓əm̓ásəŋ
1294,q̓əp
1295,q̓əp'ənʔéʔtən
1296,q̓əq̓éʔnəɬ
1297,q̓əq̓ékʷə
1298,q̓əq̓éƛ̓
1299,q̓əq̓éyʔ
1300,q̓əq̓əsčín
1301,q̓əs
1302,q̓əx̣mín
1303,q̓əx̣q̓əx̣
1304,q̓əyéʔmən
1305,q̓ə́c̓əɬč
1306,q̓ə́č̓iʔ
1307,q̓ə́kʷə
1308,q̓ə́lʔq̓ətəs
1309,q̓ə́ləŋ
1310,q̓ə́məʔtəŋ
1311,q̓ə́m̓təs
1312,q̓ə́tkʷsət
1313,q̓ʷaʔ
1314,q̓ʷaʔšə́n
1315,q̓ʷaʔšə́nətəŋ
1316,q̓ʷax̣ʷəɬč
1317,q̓ʷay
1318,q̓ʷčatəs
1319,q̓ʷčásət
1320,q̓ʷčátəŋ
1321,q̓ʷčátəs
1322,q̓ʷčíŋəɬ
1323,q̓ʷes
1324,q̓ʷeymən̓
1325,q̓ʷeyéləš
1326,q̓ʷiŋs
1327,q̓ʷiŋələ
1328,q̓ʷiŋələʔ
1329,q̓ʷx̣ʷáʔləw̓čəs
1330,q̓ʷáʔq̓ʷe
1331,q̓ʷáʔət
1332,q̓ʷáʔətəŋ
1333,q̓ʷáčət
1334,q̓ʷéʔələx̣
1335,q̓ʷéč̓ət̓
1336,q̓ʷéyən
1337,q̓ʷíŋ
1338,q̓ʷíŋət
1339,q̓ʷəcəŋ
1340,q̓ʷəlx̣ʷaʔlə́w̓čəs
1341,q̓ʷəlxéʔst
1342,q̓ʷəlxéʔstxʷ
1343,q̓ʷəlxéʔstəŋ
1344,q̓ʷəmiʔéqn̓
1345,q̓ʷənéʔem
1346,q̓ʷəp̓
1347,q̓ʷəq̓ʷənə́kʷəl
1348,q̓ʷə́lən
1349,q̓ʷə́ləŋ
1350,q̓ʷə́ləs
1351,q̓ʷə́lət
1352,sʔist
1353,sʔistxʷ
1354,sʔáɬqaʔ
1355,sʔámənaʔ
1356,sʔásəs
1357,sʔáx̣ʷə
1358,sʔéləxʷ
1359,sʔíc̓əŋ
1360,sʔíčəŋəɬ
1361,sʔíləqsən
1362,sʔíɬən
1363,sʔítətəlkʷət
1364,sʔəlʔéləxʷ
1365,sʔəlen̓
1366,sʔəléʔnəŋ
1367,sʔəléʔnəxʷ
1368,sʔəɬtélŋəxʷ
1369,sʔəɬtənəŋ
1370,sʔə́nsəč
1371,saʔsyəməʔ
1372,saʔəkʷ
1373,saaɬ
1374,saŋ
1375,saŋt
1376,sasəyəm
1377,sayəmən
1378,scɬácən
1379,sc̓aləm̓
1380,sc̓am̓
1381,sc̓aq̓ʷ
1382,sc̓a̓ɬə
1383,sc̓əw̓éčəŋ
1384,sc̓kʷaʔíw̓šən
1385,sc̓kʷeʔíw̓s
1386,sc̓sn̓áʔəŋ
1387,sc̓áʔc̓ɬə
1388,sc̓ám̓əqʷ
1389,sc̓áŋəs
1390,sc̓éʔəw̓txʷ
1391,sc̓éʔqn
1392,sc̓əstesəs / sc̓astə́səs
1393,sčaɬ
1394,sčen
1395,sčen ʔəw̓ ʔay̓
1396,sčey̓
1397,sčiyáyə
1398,sčáʔtx̣
1399,sčáɬəɬp
1400,sčéʔi
1401,sčéʔi
1402,sčéʔləʔčə
1403,sčéʔyən̓
1404,sčéen̓əxʷ; sčiénəxʷ
1405,sčéq̓
1406,sčét̓xʷən
1407,sčéy
1408,sčíčnəɬ
1409,sčəčə
1410,sčəlʔénəŋ
1411,sčəleŋən
1412,sčəlkʷɬnét
1413,sčəléʔi
1414,sčəléʔnəŋ
1415,sčəléʔə
1416,sčəɬ
1417,sčənčéenəxʷ
1418,sčənéen̓xʷ sčənín̓xʷ
1419,sčəníŋəɬ
1420,sčəŋə́nŋəs
1421,sčəqʷə́w̓sə
1422,sčəwʔét
1423,sčəx̣ ɬqélč̓
1424,sčə́ŋəs
1425,sčə́s
1426,sčə́saqʷ
1427,sčə́səʔqʷs
1428,sč̓álsən
1429,sč̓áyʔə; sč̓éyʔə
1430,sč̓áyəq
1431,sč̓é'yən
1432,sč̓ílixʷ
1433,sč̓əmásən
1434,sč̓əm̓ínəs
1435,sč̓ət
1436,sč̓ətəŋ
1437,seʔnəxʷ
1438,seʔqʷíŋəɬ
1439,sen
1440,seqt
1441,seqt
1442,sets
1443,sewt
1444,sex̣əŋ
1445,sex̣ət
1446,seyeláʔqʷəŋ
1447,səw̓
1448,səw̓ay̓qeʔ
1449,səw̓níɬ
1450,səw̓nəníɬiyeʔ
1451,səw̓- (so'- )
1452,shləqʷəʔélə
1453,sháčkʷəs
1454,shéʔek̓ʷ
1455,shíʔələkʷ
1456,shəlí
1457,siʔaʔləm̓iw̓s
1458,siʔaʔləm̓iw̓šən
1459,siʔiʔemʔ
1460,siʔqʷ
1461,siʔsəɬ sŋénət
1462,siʔx̣íŋəɬ
1463,siʔx̣ə́ləqən
1464,siʔxə́laqən
1465,siʔélkʷ
1466,siʔétən
1467,siiʔém̓
1468,sil
1469,silʔéw̓txʷ
1470,sil̓ə
1471,siɬəŋ
1472,Sinúpən
1473,six̣ʷəŋ
1474,siyəw̓ínʔ
1475,siyásəŋ
1476,siyéʔsəw
1477,siyéʔtən
1478,siyé'yeʔ
1479,siyə́xčə
1480,skʷeʔ
1481,skʷeq̓əŋ
1482,skʷináŋət
1483,skʷáʔnəŋəs
1484,skʷáymə
1485,skʷéʔɬtə
1486,skʷéʔəxʷ
1487,skʷéləkʷəsyxʷ
1488,skʷéq̓əŋ təŋəxʷ
1489,skʷésət
1490,skʷéyšən
1491,skʷéyəc̓
1492,skʷəhán̓ə
1493,skʷəhán̓ə
1494,skʷə́lkʷəls
1495,skʷə́nəxʷ
1496,sk̓ʷəw̓əy̓kʷ; xʷiʔləŋ
1497,sk̓ʷɬeʔiʔ
1498,sk̓ʷqʷəm
1499,sk̓ʷtáʔ
1500,sk̓ʷátəŋ
1501,sk̓ʷátəs
1502,sk̓ʷék̓ʷiʔ
1503,sk̓ʷéyəs
1504,sk̓ʷíc̓iʔ
1505,sk̓ʷəʔ́t
1506,sk̓ʷək̓ʷíyəs
1507,sk̓ʷələ́wk̓ʷətəʔ
1508,sk̓ʷəs
1509,sk̓ʷəwk̓ʷətəʔ
1510,sk̓ʷə́t
1511,slaƛ̓
1512,slec̓əɬ ɬqelč̓
1513,sləw̓əq
1514,sláləč
1515,sléʔeƛ̓
1516,sléʔləɬ
1517,sléc̓əɬ
1518,slélətxʷ
1519,slíʔqʷəl
1520,sləxʷéʔɬ
1521,sləx̣él
1522,slə́wiʔ
1523,sɬa
1524,sɬatxʷ
1525,sɬc̓íŋən
1526,sɬeni ləpəlit
1527,sɬeni nəsʔeʔč̓n; sʔéʔč̓n̓
1528,sɬeni spéʔes
1529,sɬeni šxʷáʔq̓ʷaʔ; sɬeni šeyəɬ
1530,sɬeniʔ silə
1531,sɬeélt
1532,sɬic̓
1533,sɬiŋ
1534,sɬixʷs
1535,sɬn̓ɬéni
1536,sɬq̓éčəs
1537,sɬáʔŋət
1538,sɬáləč
1539,sɬáləč
1540,sɬáɬəp̓
1541,sɬáɬəq̓ʷ
1542,sɬátxʷ
1543,sɬátxʷəxʷ
1544,sɬéni
1545,sɬéniʔlə
1546,sɬéwən
1547,sɬéwən
1548,sɬíŋəstəŋ
1549,sɬəlp̓éləx̣ən
1550,sɬələx̣ʷ
1551,sɬəmxʷálkʷət
1552,sɬənɬənəčáləɬ
1553,sɬənəčaʔləɬ
1554,sɬənəčáləɬ
1555,sɬəŋəw
1556,sɬəqʷ
1557,sɬəqʷt
1558,sɬə́ləxʷ
1559,sɬə́məxʷ
1560,sɬə́m̓c̓əŋ
1561,sɬə́ŋiʔ
1562,sƛ̓časn
1563,sƛ̓eʔéšən
1564,sƛ̓láʔəm̓
1565,sƛ̓léʔƛ̓lət (?)
1566,sƛ̓pélqən
1567,sƛ̓áwən
1568,sƛ̓éʔlə
1569,sƛ̓éləqəm
1570,sƛ̓éƛ̓əɬ
1571,sƛ̓éqšən
1572,sƛ̓íʔɬtə
1573,sƛ̓íƛ̓qəɬ
1574,sƛ̓íƛ̓əč̓
1575,sƛ̓íƛ̓əƛ̓qəɬ
1576,sƛ̓əlíƛ̓qəɬ
1577,sƛ̓əƛ̓íʔləqəm
1578,sƛ̓əpíʔnəč
1579,sƛ̓əšə́nəp
1580,sƛ̓ə́mək̓ʷ
1581,sƛ̓ə́nəq
1582,sƛ̓ə́w̓ƛ̓əm x̣ʷənéŋ
1583,sƛ̓ə́xʷ
1584,smánəč
1585,smáyəs; máwəč
1586,sméʔkʷəɬ
1587,sméc̓ən
1588,sménəš
1589,smíɬə
1590,smək̓ʷeyič̓
1591,sməl̓š
1592,sməƛ̓
1593,sməméc̓ənʔ
1594,smə́c̓qən
1595,smə́q̓ʷə
1596,snas
1597,snet
1598,snəw̓náw̓əs
1599,snéʔ
1600,snəč̓íwiʔəɬ
1601,snəmén
1602,snəmétəŋ
1603,snənéyməxʷ
1604,snəníxʷəɬ
1605,snəsnáləməxʷ
1606,snə́xʷəɬ
1607,snə́x̣šən
1608,sn̓; sən
1609,sŋas
1610,sŋeʔtxʷ
1611,sŋéʔtxʷən
1612,sŋénət
1613,sŋéqəʔ
1614,sŋəlénət
1615,sŋənŋénət
1616,spča
1617,speʔesáləɬ
1618,speʔxʷ
1619,spk̓ʷəŋ
1620,spxʷə́lə
1621,spásəŋ
1622,spéʔes
1623,spək̓ʷ
1624,spəlčáʔ
1625,spəlásəŋ
1626,spəl̓qʷíc̓əʔ
1627,spəɬx̣n̓
1628,spəpáčə
1629,spəxʷ
1630,spəxʷ
1631,spə́k̓ʷ
1632,spə́k̓ʷ səplíl
1633,spə́lʔxʷəŋ
1634,spə́pəlqʷíc̓əʔ (spəlqʷic̓əʔ ?)
1635,sp̓áƛ̓əŋ
1636,sp̓áq̓ʷəŋ
1637,sp̓ələkʷtən
1638,sqeʔqəq
1639,sqex̣éʔ
1640,sqexeʔáləɬ
1641,sqséq
1642,sqsíkʷəs
1643,sqáčəʔ
1644,sqáləm
1645,sqáqətiʔ
1646,sqátiʔ
1647,sqéʔmək̓ʷ
1648,sqéʔəqs
1649,sqéləx̣
1650,sqéŋət
1651,sqétəw̓
1652,sqéwəs (sqews)
1653,sqíləŋ
1654,sqíqəq̓
1655,sqəle̓ʔqəq
1656,sqəlqéləlŋəxʷ
1657,sqəlélŋəxʷ
1658,sqəlémək̓ʷ
1659,sqəléx̣eʔ
1660,sqələqáwəs
1661,sqələqəwəsáləɬ
1662,sqəl̓qəl̓ásən
1663,sqəl̓éw̓
1664,sqəŋínəs
1665,sqəqexeʔ
1666,sqəqəwesáləɬ
1667,sqəqəwés
1668,sqəyəx̣qéʔnəŋ
1669,sqə́məʔ
1670,sqʷel
1671,sqʷel̓
1672,sqʷinəyəsən
1673,sqʷinə́sən
1674,sqʷáʔməš
1675,sqʷáʔtən; sqʷáʔtn
1676,sqʷámə
1677,sqʷínqʷən
1678,sqʷínəsən
1679,sqʷələ́qʷəm̓x̣
1680,sqʷəmə́yʔəqs
1681,sqʷəqʷə́l̓
1682,sqʷət
1683,sqʷəx̣ʷíx̣ʷət
1684,sqʷəḿx̣ʷ
1685,sq̓iʔs
1686,sq̓lkʷáləs (?)
1687,sq̓téləʔqʷ
1688,sq̓təléqʷ
1689,sq̓áʔəƛ̓ unverified spelling
1690,sq̓ékʷəŋ
1691,sq̓éləʔ
1692,sq̓éq̓əp̓
1693,sq̓ésəɬ
1694,sq̓é'ləʔ
1695,sq̓əlʔíŋ
1696,sq̓əm̓
1697,sq̓əqʷíqʷəm
1698,sq̓əq̓iʔməl̓
1699,sq̓əq̓əp̓
1700,sq̓əy̓əs
1701,sq̓ə́məl̓
1702,sq̓ʷaʔ
1703,sq̓ʷaq̓ʷaʔ
1704,sq̓ʷayq̓ʷiʔ
1705,sq̓ʷes
1706,sq̓ʷeyéləš
1707,sq̓ʷáʔq̓ʷeyʔ
1708,sq̓ʷáʔq̓ʷeyʔ cə qeq
1709,sq̓ʷáʔq̓ʷəɬ
1710,sq̓ʷáʔq̓ʷəp
1711,sq̓ʷáŋəs
1712,sq̓ʷəléʔenʔ
1713,sq̓ʷəlélŋəxʷ
1714,sq̓ʷə́ʔləɬ
1715,sslíqʷəl̓
1716,steŋ ʔáčə
1717,stiqiw̓áləɬ
1718,stiqíw
1719,stiíwət
1720,stqéyeʔ
1721,stqéyəʔelə
1722,stáʔləw̓
1723,stáʔləs
1724,stáʔtələw̓
1725,stáməš
1726,stáŋət
1727,stáq̓ʷəŋ
1728,stélŋəxʷ
1729,stéŋ
1730,stéŋ̓əɬ
1731,stéskʷəɬ
1732,stésəɬ
1733,stékən
1734,stíʔtəm̓əs
1735,stíʔ; stéʔ
1736,stíkʷən
1737,stóp
1738,stəliqí́w
1739,stəlqéyeʔ
1740,stəx̣éqʷ
1741,stəyə́kʷɬ
1742,stə́məč
1743,st̓el
1744,st̓iʔwiʔəɬʔéw̓txʷ
1745,st̓iqəl
1746,st̓áčəw̓əč
1747,st̓áwəɬ; ʔəst̓áwəɬ
1748,st̓éʔc̓ək̓ʷ
1749,st̓éʔt̓əw̓
1750,st̓éʔt̓ən; ʔəst̓ét̓ən
1751,st̓éčəŋ
1752,st̓ékʷə
1753,st̓éqeʔ
1754,st̓éx̣əɬ; ʔəst̓éx̣əɬ
1755,st̓íʔwiʔəɬ
1756,st̓íləm
1757,st̓íləmtəŋ
1758,st̓ət̓éyəq̓
1759,st̓ə́ʔməč
1760,st̓ə́wək̓ʷ
1761,st̓ə́yəmtxʷ
1762,sway̓qeʔ silə
1763,sway̓qəʔal̓əɬ
1764,sway̓qəʔáləɬ
1765,swiw̓ləs
1766,swákʷən
1767,swáy̓qe (nə)šéyəɬ
1768,swáy̓qeʔ
1769,swáy̓qeʔlə
1770,swáy̓qəʔ (ən)šxʷáʔq̓ʷaʔ
1771,swétə
1772,swétəs
1773,swəq̓ʷáʔɬ
1774,sxʷ helə; šxʷ helə
1775,sxʷʔəx̣sénəŋ
1776,sxʷc̓əkʷkʷélə
1777,sxʷčeʔi
1778,sxʷčəkʷx̣ínʔəɬ
1779,sxʷč̓eʔəc̓
1780,sxʷeʔem
1781,sxʷiʔém̓
1782,sxʷk̓ʷət
1783,sxʷk̓ʷə́nələ
1784,sxʷléʔəw̓txʷ
1785,sxʷqʷeltn̓
1786,sxʷq̓əʔx̣elʔs
1787,sxʷq̓ʷáʔkʷəɬ
1788,sxʷq̓ʷáʔləkʷəɬ
1789,sxʷsəŋéʔtn̓
1790,sxʷtihélə
1791,sxʷxʷíʔsət -also- sxʷʔəx̣ʷísət
1792,sxʷx̣əl̓əyásən
1793,sxʷ; šxʷ
1794,sxʷkəw̓kʷíwsət
1795,sxʷáʔmət
1796,sxʷéʔsətən
1797,sxʷéŋxʷəŋ
1798,sxʷéxʷək̓ʷ; sxʷéxʷk̓ʷ
1799,sxʷəkʷəníŋəɬ
1800,sxʷəl̓mást
1801,sxʷənéŋs
1802,sxʷəwxʷék̓ʷtəŋ
1803,sxʷəxʷwáʔəs
1804,sxʷə́ƛ̓qənelə
1805,sxʷə́w̓qən
1806,sx̣ʔséʔe
1807,sx̣ayčísəŋən
1808,sx̣čənə́xʷ
1809,sx̣eʔénxʷ
1810,sx̣eč
1811,sx̣eč kʷit̓šən
1812,sx̣eləm
1813,sx̣iyék̓ʷəs
1814,sx̣nəxʷ
1815,sx̣t̓ək̓ʷ
1816,sx̣áp̓šn
1817,sx̣éʔes
1818,sx̣éʔes ʔal̓
1819,sx̣éʔes skʷéčəl
1820,sx̣élqəm
1821,sx̣éləx̣
1822,sx̣éɬəɬ
1823,sx̣ələʔénxʷ
1824,sx̣əɬ
1825,sx̣əɬʔéyəw̓'txʷ
1826,sx̣ət̓k̓ʷíŋəɬ
1827,sx̣ə́ləlaʔ
1828,sx̣ə́nx̣ínəʔ
1829,sx̣ə́nx̣ənəʔ
1830,sx̣ə́nə
1831,sx̣ə́t
1832,sx̣ə́təlxʷ
1833,sx̣ə́t̓k̓ʷəlʔ
1834,sx̣ə́x̣ínəʔ
1835,sx̣ʷaymə́ɬəɬ ; sxʷimeɬəɬ
1836,sx̣ʷesm̓
1837,sx̣ʷáʔlə
1838,sx̣ʷáyx̣ʷe
1839,sx̣ʷésəm
1840,sx̣ʷíʔlx̣ʷələm̓
1841,syəwən
1842,syə́wə
1843,skukʷəlstə́nəq
1844,skulʔéw̓txʷ
1845,skúkʷəl
1846,skúkʷəlstəŋ
1847,sxáləməs
1848,sxáyxe
1849,sxéls
1850,sáʔyəm
1851,sáʔəkʷ
1852,sáčəkʷəs
1853,sákʷələ
1854,sák̓ʷəŋ
1855,sák̓ʷət
1856,sálʔləs
1857,sántəspliʔ
1858,sáŋən
1859,sáqʷəŋ
1860,sásən
1861,sátəč
1862,séʔkʷəq
1863,séʔŋəč
1864,séʔsəwʔ
1865,séʔwən
1866,séʔwənəxʷ
1867,séʔət
1868,séčəŋ
1869,sélʔs
1870,séləs
1871,séləxʷsəxʷ
1872,séqəɬ
1873,sésčən
1874,sétəŋ
1875,sétəŋɬtə
1876,séxʷ
1877,séxʷsəxʷ
1878,séyʔsi
1879,séynəč
1880,séy̓əq̓
1881,síʔčenəŋ
1882,síʔeq
1883,síʔsə
1884,síʔsəɬ siʔém̓
1885,síʔə
1886,síkʷt
1887,síləč
1888,síɬəs
1889,sísəɬ
1890,sísəɬ sŋenət
1891,sítən
1892,sítətəlkʷət
1893,sƛíʔ
1894,sƛ’áƛ’əm’
1895,sə
1896,səʔ
1897,səʔéčən
1898,səʔít
1899,səlaaɬ
1900,səliyásəŋ
1901,səlqíləŋ
1902,səlsíʔlə
1903,səlsəléʔləɬ
1904,səlsə́xʷ
1905,səléwəʔ
1906,səlíqʷəlʔ
1907,sələsíɬəŋ
1908,sələ́q̓ʷtəɬ
1909,səl̓
1910,səl̓səl̓tən̓
1911,səmán̓ə
1912,səmíʔ
1913,səmíʔ
1914,sənƛ̓əw̓áyʔɬ
1915,sənsənkʷtəl
1916,səntí
1917,sənəɬqeʔ
